success,trial_type,trial_index,time_elapsed,internal_node_id,rt,responses,subject_id,stimulus,key_press,prompt,response,choice_outcomes,context_n,context_img_id,trial_n,pR_red,pR_white,pR_black,outcome,phase,passed,island_num,context_im,contextArray_ind,pRew_Red,pRew_White,pRew_Black
,do_welcome,500,1215105,0.0-255.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_trial,501,1218933,0.0-256.0-0.0,1320.4000000001397,,,,,,49,0,1,0,5,forest,190,0.3407862723571553,1,0.10010404114327226,0,learn,,,,,,,
,html-keyboard-response,502,1219937,0.0-256.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,503,1222658,0.0-257.0-0.0,214.89999999990687,,,,,,49,0,1,0,5,forest,191,0.3277628741054753,1,0.0726356945469949,0,learn,,,,,,,
,html-keyboard-response,504,1223661,0.0-257.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,505,1226300,0.0-258.0-0.0,132.30000000004657,,,,,,49,0,0,0,5,forest,192,0.31994831799205364,0.8152787610627471,0.09914715112549065,0,learn,,,,,,,
,html-keyboard-response,506,1227304,0.0-258.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,507,1230055,0.0-259.0-0.0,244.20000000018626,,,,,,50,0,1,0,5,forest,193,0.22702739973105027,0.8452604673254832,0.06432244075979104,1,learn,,,,,,,
,html-keyboard-response,508,1231058,0.0-259.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,509,1233741,0.0-260.0-0.0,176.60000000009313,,,,,,50,0,0,0,5,forest,194,0.13995061028976327,0.7422217120131024,0.17260728143410098,0,learn,,,,,,,
,html-keyboard-response,510,1234744,0.0-260.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,511,1237326,0.0-261.0-0.0,73.69999999995343,,,,,,50,0,1,0,5,forest,195,0.26388857667754556,0.6486596212219277,0.13602197966396626,1,learn,,,,,,,
,html-keyboard-response,512,1238329,0.0-261.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,513,1241102,0.0-262.0-0.0,265.0999999998603,,,,,,51,0,1,0,5,forest,196,0.26541110601741014,0.4576438325804038,0.11608735333363054,0,learn,,,,,,,
,html-keyboard-response,514,1242105,0.0-262.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,515,1245154,0.0-263.0-0.0,542.8000000000466,,,,,,51,0,0,1,5,forest,197,0.29491111469867454,0.578165625682052,0.06534925161529101,1,learn,,,,,,,
,html-keyboard-response,516,1246157,0.0-263.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,517,1248948,0.0-264.0-0.0,283.5,,,,,,51,0,1,0,5,forest,198,0.3907804538773694,0.5402732479437008,0.19109529160916267,0,learn,,,,,,,
,html-keyboard-response,518,1249951,0.0-264.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,519,1252682,0.0-265.0-0.0,224.40000000037253,,,,,,50,0,0,0,5,forest,199,0.331162112738714,0.47207946849924043,0.0804139461980151,0,learn,,,,,,,
,html-keyboard-response,520,1253685,0.0-265.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,521,1256448,0.0-266.0-0.0,257,,,,,,51,0,1,0,5,forest,200,0.3796715242598099,0.3914069898465833,0.21869317710589023,0,learn,,,,,,,
,html-keyboard-response,522,1257451,0.0-266.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,523,1260212,0.0-267.0-0.0,255.60000000009313,,,,,,50,0,0,1,5,forest,201,0.3182038870729228,0.266730723032497,0.29502171988463777,0,learn,,,,,,,
,html-keyboard-response,524,1261216,0.0-267.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,525,1264506,0.0-268.0-0.0,783.7999999998137,,,,,,50,0,0,0,5,forest,202,0.426179505207189,0.2954546308798622,0.07437780536239025,0,learn,,,,,,,
,html-keyboard-response,526,1265509,0.0-268.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,527,1268379,0.0-269.0-0.0,363.5,,,,,,50,0,0,1,5,forest,203,0.3179635505096142,0.1934116273027759,0.23310656847951614,0,learn,,,,,,,
,html-keyboard-response,528,1269382,0.0-269.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,529,1272095,0.0-270.0-0.0,205,,,,,,51,1,0,0,5,forest,204,0.6077480923965826,0.1983368577119905,0.3138490078648282,0,learn,,,,,,,
,html-keyboard-response,530,1273098,0.0-270.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,531,1276054,0.0-271.0-0.0,448.70000000018626,,,,,,51,1,0,0,5,forest,205,0.741880579079566,0.19147232939716816,0.2968462026940037,0,learn,,,,,,,
,html-keyboard-response,532,1277058,0.0-271.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,533,1279812,0.0-272.0-0.0,246.6999999997206,,,,,,51,0,0,1,5,forest,206,0.7050873467237417,0.16084351704040317,0.29791192176655124,1,learn,,,,,,,
,html-keyboard-response,534,1280815,0.0-272.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,535,1283411,0.0-273.0-0.0,88.60000000009313,,,,,,51,1,0,1,5,forest,207,0.752192302933001,0.13813400287198932,0.2897715679370161,1,learn,,,,,,,
,html-keyboard-response,536,1284413,0.0-273.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,537,1287272,0.0-274.0-0.0,352.89999999990687,,,,,,51,1,0,0,5,forest,208,0.7287590700406699,0.09288755247921548,0.3357465819432974,0,learn,,,,,,,
,html-keyboard-response,538,1288276,0.0-274.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,539,1291112,0.0-275.0-0.0,328.5,,,,,,49,0,0,0,5,forest,209,0.7242910845625014,0.14067038847840466,0.312057188159721,0,learn,,,,,,,
,html-keyboard-response,540,1292116,0.0-275.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,541,1294982,0.0-276.0-0.0,359,,,,,,49,1,1,0,5,forest,210,0.7765316400806286,0.24938739620612727,0.1884933746856502,1,learn,,,,,,,
,html-keyboard-response,542,1295985,0.0-276.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,543,1299629,0.0-277.0-0.0,1136.9000000003725,,,,,,49,1,0,0,5,forest,211,0.782422635627827,0.14800017082035208,0.11416603466940078,1,learn,,,,,,,
,html-keyboard-response,544,1300633,0.0-277.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,545,1303464,0.0-278.0-0.0,323.39999999990687,,,,,,49,1,0,0,5,forest,212,0.632334961999118,0.10297504066596574,0.10906623360566706,1,learn,,,,,,,
,html-keyboard-response,546,1304467,0.0-278.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,547,1307168,0.0-279.0-0.0,193.39999999990687,,,,,,49,0,0,0,5,forest,213,0.5190369052506211,0.05937848450799466,0.19533193475616137,0,learn,,,,,,,
,html-keyboard-response,548,1308171,0.0-279.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,549,1310987,0.0-280.0-0.0,309.5,,,,,,51,0,0,0,5,forest,214,0.42461508854491775,0.11272108280999792,0.30757022632923453,0,learn,,,,,,,
,html-keyboard-response,550,1311991,0.0-280.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,551,1314816,0.0-281.0-0.0,320.10000000009313,,,,,,50,1,1,0,5,forest,215,0.47980114038202515,0.1517239097801323,0.2970658040236175,1,learn,,,,,,,
,html-keyboard-response,552,1315819,0.0-281.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,553,1318401,0.0-282.0-0.0,75.5,,,,,,50,1,0,0,5,forest,216,0.542847383279702,0.13039094110226532,0.11879135721451543,0,learn,,,,,,,
,html-keyboard-response,554,1319405,0.0-282.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,555,1322153,0.0-283.0-0.0,242.29999999981374,,,,,,49,1,0,0,5,forest,217,0.6907704482180738,0.12462990808436322,0.1104439184454857,1,learn,,,,,,,
,html-keyboard-response,556,1323156,0.0-283.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,557,1325986,0.0-284.0-0.0,324.20000000018626,,,,,,49,0,0,0,5,forest,218,0.5915462703114296,0.1336150648290488,0.28221145424913086,0,learn,,,,,,,
,html-keyboard-response,558,1326990,0.0-284.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,559,1330065,0.0-285.0-0.0,567.0999999996275,,,,,,51,0,0,1,5,forest,219,0.5738698755998382,0.088820955550126,0.2739223141619535,1,learn,,,,,,,
,html-keyboard-response,560,1331068,0.0-285.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,561,1333976,0.0-286.0-0.0,400.70000000018626,,,,,,51,0,0,0,5,forest,220,0.5894095908217849,0.05161663907490067,0.26789116261388374,0,learn,,,,,,,
,html-keyboard-response,562,1334980,0.0-286.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,563,1337771,0.0-287.0-0.0,283.60000000009313,,,,,,50,1,0,1,5,forest,221,0.56030530573517,0.1380578557257806,0.24930713837963075,0,learn,,,,,,,
,html-keyboard-response,564,1338774,0.0-287.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,565,1341476,0.0-288.0-0.0,197.20000000018626,,,,,,49,1,0,1,5,forest,222,0.6330201929152542,0.06626518683290303,0.37142013231215104,1,learn,,,,,,,
,html-keyboard-response,566,1342479,0.0-288.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,567,1345418,0.0-289.0-0.0,431.70000000018626,,,,,,49,0,0,0,5,forest,223,0.6079075022872109,0.13393408457679087,0.4346340237430503,0,learn,,,,,,,
,html-keyboard-response,568,1346421,0.0-289.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,569,1349240,0.0-290.0-0.0,312.5,,,,,,51,0,0,0,5,forest,224,0.5080160896798653,0.10360287608081255,0.36878090622501697,0,learn,,,,,,,
,html-keyboard-response,570,1350244,0.0-290.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,571,1352984,0.0-291.0-0.0,232.5,,,,,,50,1,0,1,5,forest,225,0.5789936112227991,0.25304196091923886,0.35348603191264716,0,learn,,,,,,,
,html-keyboard-response,572,1353987,0.0-291.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,573,1356758,0.0-292.0-0.0,263.79999999981374,,,,,,49,1,0,1,5,forest,226,0.5959416401170995,0.20972274371351113,0.3516959117424288,1,learn,,,,,,,
,html-keyboard-response,574,1357760,0.0-292.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,575,1360572,0.0-293.0-0.0,304.89999999990687,,,,,,49,1,0,0,5,forest,227,0.5799155025545271,0.09422290978823798,0.46441436090976973,1,learn,,,,,,,
,html-keyboard-response,576,1361576,0.0-293.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,577,1364383,0.0-294.0-0.0,300,,,,,,49,1,1,1,5,forest,228,0.6727457857202686,0.10861227807151527,0.27455840258934944,1,learn,,,,,,,
,html-keyboard-response,578,1365386,0.0-294.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,579,1368204,0.0-295.0-0.0,311.60000000009313,,,,,,49,1,0,0,5,forest,229,0.5381097448771782,0.07361875974568326,0.3124847178662048,1,learn,,,,,,,
,html-keyboard-response,580,1369207,0.0-295.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_bye,581,1370714,0.0-296.0-0.0,null,,,,,,null,,,,,,,,,,,,,,,,
,html-keyboard-response,582,1374364,0.0-296.0-1.0,3648.899999999907,,,<div class=center><p>Nice job plundering!</p><p>Press <b>space</b> to head back to pirate HQ.</p></div>,32,,,,,,,,,,,,,,,,,,
,html-keyboard-response,583,1377556,0.0-297.0-0.0,3178.399999999907,,,<div class=center><p>We have to sail past the islands again to get back to pirate HQ.</p><p>Press <b>space</b> to continue.</p></div>,32,,,,,,,,,,,,,,,,,,
,judgement_attention_check,584,1381094,0.0-298.0-0.0,3536.2000000001863,,,<div class='center'><p>Press <b>Z</b> to use the telescope to see what island is coming next!</p></div>,90,,,,,,,,,,,,true,0,,,,,
,do_welcome,585,1386102,0.0-298.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_trial,586,1393195,0.0-299.0-0.0,2585.2999999998137,,,,,,49,0,1,0,0,countryside,230,,,,0,judgement,,,,,,,
,html-keyboard-response,587,1394197,0.0-299.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,588,1400206,0.0-300.0-0.0,null,,,,,,null,0,0,0,0,countryside,231,,,,,judgement,,,,,,,
,html-keyboard-response,589,1401210,0.0-300.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,590,1407426,0.0-301.0-0.0,1709.3999999999069,,,,,,49,1,0,0,0,countryside,232,,,,1,judgement,,,,,,,
,html-keyboard-response,591,1408430,0.0-301.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,592,1413592,0.0-302.0-0.0,655,,,,,,49,1,0,0,0,countryside,233,,,,1,judgement,,,,,,,
,html-keyboard-response,593,1414596,0.0-302.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,594,1419834,0.0-303.0-0.0,730.1000000000931,,,,,,49,1,0,1,0,countryside,234,,,,1,judgement,,,,,,,
,html-keyboard-response,595,1420837,0.0-303.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,596,1425799,0.0-304.0-0.0,453.89999999990687,,,,,,49,1,0,0,0,countryside,235,,,,1,judgement,,,,,,,
,html-keyboard-response,597,1426803,0.0-304.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,598,1431872,0.0-305.0-0.0,563.2999999998137,,,,,,49,1,1,0,0,countryside,236,,,,1,judgement,,,,,,,
,html-keyboard-response,599,1432876,0.0-305.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,600,1437802,0.0-306.0-0.0,417.5,,,,,,49,0,1,1,0,countryside,237,,,,0,judgement,,,,,,,
,html-keyboard-response,601,1438805,0.0-306.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,602,1443611,0.0-307.0-0.0,298.5,,,,,,49,0,1,0,0,countryside,238,,,,0,judgement,,,,,,,
,html-keyboard-response,603,1444615,0.0-307.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,604,1450428,0.0-308.0-0.0,1306.7999999998137,,,,,,49,0,1,0,0,countryside,239,,,,0,judgement,,,,,,,
,html-keyboard-response,605,1451432,0.0-308.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,html-keyboard-response,606,1451434,0.0-309.0-0.0,null,,,,null,,,,,,,,,,,,,,,,,,
,judgement_attention_check,607,1453414,0.0-310.0-0.0,1978.8000000002794,,,<div class='center'><p>Press <b>Z</b> to use the telescope to see what island is coming next!</p></div>,90,,,,,,,,,,,,true,1,,,,,
,do_welcome,608,1458421,0.0-310.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_trial,609,1463685,0.0-311.0-0.0,758.6999999997206,,,,,,50,0,0,0,1,highway,240,,,,0,judgement,,,,,,,
,html-keyboard-response,610,1464689,0.0-311.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,611,1469467,0.0-312.0-0.0,270,,,,,,49,0,0,0,1,highway,241,,,,0,judgement,,,,,,,
,html-keyboard-response,612,1470471,0.0-312.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,613,1475309,0.0-313.0-0.0,330.89999999990687,,,,,,50,0,1,0,1,highway,242,,,,1,judgement,,,,,,,
,html-keyboard-response,614,1476312,0.0-313.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,615,1481198,0.0-314.0-0.0,379.79999999981374,,,,,,50,1,0,1,1,highway,243,,,,0,judgement,,,,,,,
,html-keyboard-response,616,1482202,0.0-314.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,617,1487150,0.0-315.0-0.0,441.3000000002794,,,,,,49,0,0,1,1,highway,244,,,,0,judgement,,,,,,,
,html-keyboard-response,618,1488154,0.0-315.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,619,1493037,0.0-316.0-0.0,375.70000000018626,,,,,,50,0,0,0,1,highway,245,,,,0,judgement,,,,,,,
,html-keyboard-response,620,1494040,0.0-316.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,621,1499014,0.0-317.0-0.0,466.29999999981374,,,,,,49,1,0,0,1,highway,246,,,,1,judgement,,,,,,,
,html-keyboard-response,622,1500017,0.0-317.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,623,1505401,0.0-318.0-0.0,876.3999999999069,,,,,,50,0,0,0,1,highway,247,,,,0,judgement,,,,,,,
,html-keyboard-response,624,1506405,0.0-318.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,625,1511124,0.0-319.0-0.0,213.20000000018626,,,,,,50,0,0,0,1,highway,248,,,,0,judgement,,,,,,,
,html-keyboard-response,626,1512128,0.0-319.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,627,1516702,0.0-320.0-0.0,67.29999999981374,,,,,,49,1,0,1,1,highway,249,,,,1,judgement,,,,,,,
,html-keyboard-response,628,1517705,0.0-320.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,html-keyboard-response,629,1517707,0.0-321.0-0.0,null,,,,null,,,,,,,,,,,,,,,,,,
,judgement_attention_check,630,1519210,0.0-322.0-0.0,1502.3999999999069,,,<div class='center'><p>Press <b>Z</b> to use the telescope to see what island is coming next!</p></div>,90,,,,,,,,,,,,true,2,,,,,
,do_welcome,631,1524221,0.0-322.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_trial,632,1530482,0.0-323.0-0.0,1755.7000000001863,,,,,,50,1,0,0,2,city,250,,,,0,judgement,,,,,,,
,html-keyboard-response,633,1531485,0.0-323.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,634,1536302,0.0-324.0-0.0,311.3000000002794,,,,,,49,1,0,0,2,city,251,,,,1,judgement,,,,,,,
,html-keyboard-response,635,1537306,0.0-324.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,636,1542516,0.0-325.0-0.0,703.6000000000931,,,,,,49,1,0,0,2,city,252,,,,1,judgement,,,,,,,
,html-keyboard-response,637,1543520,0.0-325.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,638,1548475,0.0-326.0-0.0,448.6999999997206,,,,,,49,0,1,0,2,city,253,,,,0,judgement,,,,,,,
,html-keyboard-response,639,1549479,0.0-326.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,640,1554554,0.0-327.0-0.0,567.8999999999069,,,,,,50,0,0,1,2,city,254,,,,0,judgement,,,,,,,
,html-keyboard-response,641,1555557,0.0-327.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,642,1560361,0.0-328.0-0.0,297.1999999997206,,,,,,50,0,0,0,2,city,255,,,,0,judgement,,,,,,,
,html-keyboard-response,643,1561364,0.0-328.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,644,1566370,0.0-329.0-0.0,499.20000000018626,,,,,,49,0,0,0,2,city,256,,,,0,judgement,,,,,,,
,html-keyboard-response,645,1567372,0.0-329.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,646,1572314,0.0-330.0-0.0,436.29999999981374,,,,,,49,0,0,0,2,city,257,,,,0,judgement,,,,,,,
,html-keyboard-response,647,1573317,0.0-330.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,648,1578192,0.0-331.0-0.0,369.29999999981374,,,,,,49,1,0,1,2,city,258,,,,1,judgement,,,,,,,
,html-keyboard-response,649,1579196,0.0-331.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,650,1584019,0.0-332.0-0.0,315.5,,,,,,49,0,0,1,2,city,259,,,,0,judgement,,,,,,,
,html-keyboard-response,651,1585022,0.0-332.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,html-keyboard-response,652,1585023,0.0-333.0-0.0,null,,,,null,,,,,,,,,,,,,,,,,,
,judgement_attention_check,653,1587152,0.0-334.0-0.0,2127.0999999996275,,,<div class='center'><p>Press <b>Z</b> to use the telescope to see what island is coming next!</p></div>,90,,,,,,,,,,,,true,3,,,,,
,do_welcome,654,1592160,0.0-334.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_trial,655,1597070,0.0-335.0-0.0,403.20000000018626,,,,,,51,1,1,0,3,mountain,260,,,,0,judgement,,,,,,,
,html-keyboard-response,656,1598074,0.0-335.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,657,1602880,0.0-336.0-0.0,298.39999999990687,,,,,,50,0,1,1,3,mountain,261,,,,1,judgement,,,,,,,
,html-keyboard-response,658,1603884,0.0-336.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,659,1608706,0.0-337.0-0.0,316,,,,,,49,1,0,1,3,mountain,262,,,,1,judgement,,,,,,,
,html-keyboard-response,660,1609709,0.0-337.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,661,1614526,0.0-338.0-0.0,310.90000000037253,,,,,,50,0,0,1,3,mountain,263,,,,0,judgement,,,,,,,
,html-keyboard-response,662,1615529,0.0-338.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,663,1620340,0.0-339.0-0.0,303.09999999962747,,,,,,49,1,1,0,3,mountain,264,,,,1,judgement,,,,,,,
,html-keyboard-response,664,1621343,0.0-339.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,665,1626185,0.0-340.0-0.0,336.60000000009313,,,,,,49,1,0,0,3,mountain,265,,,,1,judgement,,,,,,,
,html-keyboard-response,666,1627188,0.0-340.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,667,1632160,0.0-341.0-0.0,463.6999999997206,,,,,,49,0,0,0,3,mountain,266,,,,0,judgement,,,,,,,
,html-keyboard-response,668,1633163,0.0-341.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,669,1637987,0.0-342.0-0.0,317.5,,,,,,51,0,0,0,3,mountain,267,,,,0,judgement,,,,,,,
,html-keyboard-response,670,1638990,0.0-342.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,671,1643912,0.0-343.0-0.0,414.29999999981374,,,,,,51,1,0,1,3,mountain,268,,,,1,judgement,,,,,,,
,html-keyboard-response,672,1644915,0.0-343.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,673,1650075,0.0-344.0-0.0,652.3999999999069,,,,,,49,0,1,0,3,mountain,269,,,,0,judgement,,,,,,,
,html-keyboard-response,674,1651078,0.0-344.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,html-keyboard-response,675,1651080,0.0-345.0-0.0,null,,,,null,,,,,,,,,,,,,,,,,,
,judgement_attention_check,676,1652484,0.0-346.0-0.0,1403,,,<div class='center'><p>Press <b>Z</b> to use the telescope to see what island is coming next!</p></div>,90,,,,,,,,,,,,true,4,,,,,
,do_welcome,677,1657491,0.0-346.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_trial,678,1662731,0.0-347.0-0.0,732.1000000000931,,,,,,50,0,1,0,4,coast,270,,,,1,judgement,,,,,,,
,html-keyboard-response,679,1663735,0.0-347.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,680,1668616,0.0-348.0-0.0,374.59999999962747,,,,,,50,0,1,0,4,coast,271,,,,1,judgement,,,,,,,
,html-keyboard-response,681,1669620,0.0-348.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,682,1675973,0.0-349.0-0.0,1845.1999999997206,,,,,,50,0,1,1,4,coast,272,,,,1,judgement,,,,,,,
,html-keyboard-response,683,1676976,0.0-349.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,684,1681924,0.0-350.0-0.0,440.20000000018626,,,,,,50,0,1,0,4,coast,273,,,,1,judgement,,,,,,,
,html-keyboard-response,685,1682926,0.0-350.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,686,1688085,0.0-351.0-0.0,653.2000000001863,,,,,,50,1,1,0,4,coast,274,,,,1,judgement,,,,,,,
,html-keyboard-response,687,1689088,0.0-351.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,688,1694204,0.0-352.0-0.0,607.7999999998137,,,,,,50,0,0,0,4,coast,275,,,,0,judgement,,,,,,,
,html-keyboard-response,689,1695208,0.0-352.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,690,1699943,0.0-353.0-0.0,228.70000000018626,,,,,,51,0,0,0,4,coast,276,,,,0,judgement,,,,,,,
,html-keyboard-response,691,1700947,0.0-353.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,692,1705792,0.0-354.0-0.0,339.10000000009313,,,,,,51,0,0,0,4,coast,277,,,,0,judgement,,,,,,,
,html-keyboard-response,693,1706796,0.0-354.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,694,1711574,0.0-355.0-0.0,271.70000000018626,,,,,,50,0,0,0,4,coast,278,,,,0,judgement,,,,,,,
,html-keyboard-response,695,1712578,0.0-355.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,696,1717374,0.0-356.0-0.0,289,,,,,,50,0,0,0,4,coast,279,,,,0,judgement,,,,,,,
,html-keyboard-response,697,1718378,0.0-356.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,html-keyboard-response,698,1718381,0.0-357.0-0.0,null,,,,null,,,,,,,,,,,,,,,,,,
,judgement_attention_check,699,1721746,0.0-358.0-0.0,3364,,,<div class='center'><p>Press <b>Z</b> to use the telescope to see what island is coming next!</p></div>,90,,,,,,,,,,,,true,5,,,,,
,do_welcome,700,1726754,0.0-358.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_trial,701,1731923,0.0-359.0-0.0,661.1999999997206,,,,,,49,0,0,0,5,forest,280,,,,0,judgement,,,,,,,
,html-keyboard-response,702,1732926,0.0-359.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,703,1737717,0.0-360.0-0.0,284.70000000018626,,,,,,50,0,1,1,5,forest,281,,,,1,judgement,,,,,,,
