success,trial_type,trial_index,time_elapsed,internal_node_id,rt,responses,subject_id,stimulus,key_press,prompt,response,choice_outcomes,context_n,context_img_id,trial_n,pR_red,pR_white,pR_black,outcome,phase,passed,island_num,context_im,contextArray_ind,pRew_Red,pRew_White,pRew_Black
,html-keyboard-response,508,1169995,0.0-261.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,509,1172994,0.0-262.0-0.0,492.89999999990687,,,,,,50,0,1,0,5,city,201,0.25118192406280737,0.6788023624070268,0.07145153036078786,1,learn,,,,,,,
,html-keyboard-response,510,1173997,0.0-262.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,511,1177133,0.0-263.0-0.0,629,,,,,,50,0,0,1,5,city,202,0.1672225501015662,0.5154736874833867,0.2686403311083989,0,learn,,,,,,,
,html-keyboard-response,512,1178136,0.0-263.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,513,1181107,0.0-264.0-0.0,464.30000000004657,,,,,,50,0,0,0,5,city,203,0.2025009657247986,0.4942735495102149,0.357677536803896,0,learn,,,,,,,
,html-keyboard-response,514,1182110,0.0-264.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,515,1184943,0.0-265.0-0.0,326.0999999998603,,,,,,50,0,1,1,5,city,204,0.3053678294691337,0.4069932995476484,0.37077196842677734,1,learn,,,,,,,
,html-keyboard-response,516,1185946,0.0-265.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,517,1188804,0.0-266.0-0.0,350.20000000018626,,,,,,50,0,1,1,5,city,205,0.3163095227339085,0.4199534008342776,0.48829370794445626,1,learn,,,,,,,
,html-keyboard-response,518,1189807,0.0-266.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,519,1192832,0.0-267.0-0.0,519.8999999999069,,,,,,50,0,1,1,5,city,206,0.2461101636838385,0.322079390753394,0.4594079742391066,1,learn,,,,,,,
,html-keyboard-response,520,1193835,0.0-267.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,521,1196837,0.0-268.0-0.0,495.60000000009313,,,,,,50,0,0,1,5,city,207,0.10583885927525566,0.4175018784833372,0.481200667371291,0,learn,,,,,,,
,html-keyboard-response,522,1197840,0.0-268.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,523,1200765,0.0-269.0-0.0,418.80000000004657,,,,,,50,0,1,0,5,city,208,0.1210029518828677,0.4066077216773649,0.4907480396269457,1,learn,,,,,,,
,html-keyboard-response,524,1201768,0.0-269.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,525,1204671,0.0-270.0-0.0,395.30000000004657,,,,,,50,0,0,0,5,city,209,0.08762223565186758,0.47069047172234135,0.5547534655516053,0,learn,,,,,,,
,html-keyboard-response,526,1205674,0.0-270.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,527,1208703,0.0-271.0-0.0,523.5,,,,,,50,0,1,1,5,city,210,0.081084116783633,0.34054608227619787,0.5589731250959201,1,learn,,,,,,,
,html-keyboard-response,528,1209706,0.0-271.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,529,1212545,0.0-272.0-0.0,332.5999999998603,,,,,,50,0,1,0,5,city,211,0.0899736989990094,0.23744648622122377,0.6322599863392975,1,learn,,,,,,,
,html-keyboard-response,530,1213548,0.0-272.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,531,1216507,0.0-273.0-0.0,451.70000000018626,,,,,,50,1,0,1,5,city,212,0.24810574428476131,0.3631961303007658,0.6716135398965889,0,learn,,,,,,,
,html-keyboard-response,532,1217510,0.0-273.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,533,1220335,0.0-274.0-0.0,317.69999999995343,,,,,,50,1,0,0,5,city,213,0.18487852701005164,0.31667254047219473,0.6910593641742527,0,learn,,,,,,,
,html-keyboard-response,534,1221338,0.0-274.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,535,1224224,0.0-275.0-0.0,379.10000000009313,,,,,,50,0,1,0,5,city,214,0.08408778710564416,0.28485252251593995,0.661713231719737,1,learn,,,,,,,
,html-keyboard-response,536,1225227,0.0-275.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,537,1229212,0.0-276.0-0.0,1478.3000000000466,,,,,,50,0,1,0,5,city,215,0.11887186157826728,0.20382564334440567,0.38765191241427105,1,learn,,,,,,,
,html-keyboard-response,538,1230215,0.0-276.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,539,1233246,0.0-277.0-0.0,524.6000000000931,,,,,,50,0,0,0,5,city,216,0.12726060042118553,0.34450069116179244,0.5468239924897196,0,learn,,,,,,,
,html-keyboard-response,540,1234249,0.0-277.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,541,1237157,0.0-278.0-0.0,400.89999999990687,,,,,,50,0,0,1,5,city,217,0.14777885344393638,0.2226220485095586,0.6181314455512902,0,learn,,,,,,,
,html-keyboard-response,542,1238160,0.0-278.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,543,1240925,0.0-279.0-0.0,258.19999999995343,,,,,,50,0,1,1,5,city,218,0.0830637170513034,0.2977959050464148,0.696434705974761,1,learn,,,,,,,
,html-keyboard-response,544,1241928,0.0-279.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,545,1244817,0.0-280.0-0.0,383.60000000009313,,,,,,50,0,1,1,5,city,219,0.19819075564262803,0.3255653960936879,0.6645480832477085,1,learn,,,,,,,
,html-keyboard-response,546,1245821,0.0-280.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,547,1248645,0.0-281.0-0.0,319,,,,,,50,0,1,0,5,city,220,0.09350440266358016,0.29031686109079297,0.5328571214219734,1,learn,,,,,,,
,html-keyboard-response,548,1249649,0.0-281.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,549,1252648,0.0-282.0-0.0,492.5,,,,,,50,0,0,0,5,city,221,0.16134776114198293,0.3181053279647569,0.6246917765052155,0,learn,,,,,,,
,html-keyboard-response,550,1253651,0.0-282.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,551,1256432,0.0-283.0-0.0,274.80000000004657,,,,,,50,0,1,0,5,city,222,0.15571934819641878,0.3165068422357579,0.6189115091819563,1,learn,,,,,,,
,html-keyboard-response,552,1257435,0.0-283.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,553,1260241,0.0-284.0-0.0,299.19999999995343,,,,,,50,0,0,1,5,city,223,0.1965335601026987,0.31058729992477874,0.6223782314037216,0,learn,,,,,,,
,html-keyboard-response,554,1261244,0.0-284.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,555,1264028,0.0-285.0-0.0,278.20000000018626,,,,,,50,1,1,0,5,city,224,0.2500991274434211,0.41988685911315105,0.5564152715262909,1,learn,,,,,,,
,html-keyboard-response,556,1265030,0.0-285.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,557,1268741,0.0-286.0-0.0,1203.6999999999534,,,,,,50,1,0,0,5,city,225,0.2330025885262008,0.2984778198356893,0.5792275973011045,0,learn,,,,,,,
,html-keyboard-response,558,1269744,0.0-286.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,559,1272675,0.0-287.0-0.0,423.60000000009313,,,,,,51,0,0,1,5,city,226,0.26658527365203427,0.2495877018282802,0.5519789393252653,1,learn,,,,,,,
,html-keyboard-response,560,1273678,0.0-287.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,561,1276510,0.0-288.0-0.0,326,,,,,,51,0,1,0,5,city,227,0.15698262832469392,0.4277914010998966,0.5321476539102485,0,learn,,,,,,,
,html-keyboard-response,562,1277514,0.0-288.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,563,1280570,0.0-289.0-0.0,549.3999999999069,,,,,,51,0,0,1,5,city,228,0.10238961807357785,0.25346341443949905,0.6870811408164863,1,learn,,,,,,,
,html-keyboard-response,564,1281573,0.0-289.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,565,1284521,0.0-290.0-0.0,442.5,,,,,,51,0,0,1,5,city,229,0.1793522619409565,0.277632255166395,0.6188860599401405,1,learn,,,,,,,
,html-keyboard-response,566,1285524,0.0-290.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_bye,567,1287031,0.0-291.0-0.0,null,,,,,,null,,,,,,,,,,,,,,,,
,html-keyboard-response,568,1289069,0.0-291.0-1.0,2036.5999999998603,,,<div class=center><p>Nice job plundering!</p><p>Press <b>space</b> to head back to pirate HQ.</p></div>,32,,,,,,,,,,,,,,,,,,
,html-keyboard-response,569,1291484,0.0-292.0-0.0,2403.399999999907,,,<div class=center><p>We have to sail past the islands again to get back to pirate HQ.</p><p>Press <b>space</b> to continue.</p></div>,32,,,,,,,,,,,,,,,,,,
,judgement_attention_check,570,1293059,0.0-293.0-0.0,1573.6000000000931,,,<div class='center'><p>Press <b>Z</b> to use the telescope to see what island is coming next!</p></div>,90,,,,,,,,,,,,true,0,,,,,
,do_welcome,571,1298067,0.0-293.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_trial,572,1304075,0.0-294.0-0.0,null,,,,,,null,1,1,1,0,countryside,230,,,,,judgement,,,,,,,
,html-keyboard-response,573,1305079,0.0-294.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,574,1310687,0.0-295.0-0.0,1100.5,,,,,,49,0,0,0,0,countryside,231,,,,0,judgement,,,,,,,
,html-keyboard-response,575,1311691,0.0-295.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,576,1316940,0.0-296.0-0.0,741.6999999999534,,,,,,50,1,1,1,0,countryside,232,,,,1,judgement,,,,,,,
,html-keyboard-response,577,1317944,0.0-296.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,578,1322986,0.0-297.0-0.0,535.1999999999534,,,,,,50,0,0,0,0,countryside,233,,,,0,judgement,,,,,,,
,html-keyboard-response,579,1323989,0.0-297.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,580,1329365,0.0-298.0-0.0,868.6999999999534,,,,,,51,0,0,0,0,countryside,234,,,,0,judgement,,,,,,,
,html-keyboard-response,581,1330369,0.0-298.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,582,1335167,0.0-299.0-0.0,292.0999999998603,,,,,,50,1,1,0,0,countryside,235,,,,1,judgement,,,,,,,
,html-keyboard-response,583,1336170,0.0-299.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,584,1341101,0.0-300.0-0.0,423.69999999995343,,,,,,50,1,0,1,0,countryside,236,,,,0,judgement,,,,,,,
,html-keyboard-response,585,1342105,0.0-300.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,586,1347149,0.0-301.0-0.0,537.4000000001397,,,,,,50,0,1,0,0,countryside,237,,,,1,judgement,,,,,,,
,html-keyboard-response,587,1348153,0.0-301.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,588,1353333,0.0-302.0-0.0,673.1000000000931,,,,,,50,0,1,0,0,countryside,238,,,,1,judgement,,,,,,,
,html-keyboard-response,589,1354337,0.0-302.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,590,1359763,0.0-303.0-0.0,919.7999999998137,,,,,,50,0,1,0,0,countryside,239,,,,1,judgement,,,,,,,
,html-keyboard-response,591,1360766,0.0-303.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,html-keyboard-response,592,1360768,0.0-304.0-0.0,null,,,,null,,,,,,,,,,,,,,,,,,
,judgement_attention_check,593,1362138,0.0-305.0-0.0,1369.1999999997206,,,<div class='center'><p>Press <b>Z</b> to use the telescope to see what island is coming next!</p></div>,90,,,,,,,,,,,,true,1,,,,,
,do_welcome,594,1367147,0.0-305.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_trial,595,1373342,0.0-306.0-0.0,1686.5999999996275,,,,,,51,1,1,0,1,forest,240,,,,0,judgement,,,,,,,
,html-keyboard-response,596,1374346,0.0-306.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,597,1379513,0.0-307.0-0.0,660.7000000001863,,,,,,49,1,0,1,1,forest,241,,,,1,judgement,,,,,,,
,html-keyboard-response,598,1380517,0.0-307.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,599,1385430,0.0-308.0-0.0,405.5,,,,,,49,0,0,1,1,forest,242,,,,0,judgement,,,,,,,
,html-keyboard-response,600,1386433,0.0-308.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,601,1392731,0.0-309.0-0.0,1790.2999999998137,,,,,,50,1,1,0,1,forest,243,,,,1,judgement,,,,,,,
,html-keyboard-response,602,1393735,0.0-309.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,603,1398579,0.0-310.0-0.0,337.5,,,,,,50,0,0,0,1,forest,244,,,,0,judgement,,,,,,,
,html-keyboard-response,604,1399582,0.0-310.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,605,1404675,0.0-311.0-0.0,587.6000000000931,,,,,,50,0,1,1,1,forest,245,,,,1,judgement,,,,,,,
,html-keyboard-response,606,1405679,0.0-311.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,607,1410561,0.0-312.0-0.0,375.39999999990687,,,,,,50,0,1,0,1,forest,246,,,,1,judgement,,,,,,,
,html-keyboard-response,608,1411564,0.0-312.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,609,1416529,0.0-313.0-0.0,457.79999999981374,,,,,,50,1,0,1,1,forest,247,,,,0,judgement,,,,,,,
,html-keyboard-response,610,1417532,0.0-313.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,611,1422381,0.0-314.0-0.0,342.3000000002794,,,,,,50,1,1,0,1,forest,248,,,,1,judgement,,,,,,,
,html-keyboard-response,612,1423384,0.0-314.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,613,1428508,0.0-315.0-0.0,617.1999999997206,,,,,,50,1,0,1,1,forest,249,,,,0,judgement,,,,,,,
,html-keyboard-response,614,1429511,0.0-315.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,html-keyboard-response,615,1429512,0.0-316.0-0.0,null,,,,null,,,,,,,,,,,,,,,,,,
,judgement_attention_check,616,1430856,0.0-317.0-0.0,1342.8000000002794,,,<div class='center'><p>Press <b>Z</b> to use the telescope to see what island is coming next!</p></div>,90,,,,,,,,,,,,true,2,,,,,
,do_welcome,617,1435863,0.0-317.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_trial,618,1441979,0.0-318.0-0.0,1608.2000000001863,,,,,,51,1,0,1,2,highway,250,,,,1,judgement,,,,,,,
,html-keyboard-response,619,1442982,0.0-318.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,620,1447895,0.0-319.0-0.0,405.8000000002794,,,,,,51,1,0,0,2,highway,251,,,,0,judgement,,,,,,,
,html-keyboard-response,621,1448898,0.0-319.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,622,1453791,0.0-320.0-0.0,386.3000000002794,,,,,,51,0,0,0,2,highway,252,,,,0,judgement,,,,,,,
,html-keyboard-response,623,1454794,0.0-320.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,624,1459637,0.0-321.0-0.0,337.10000000009313,,,,,,50,0,0,0,2,highway,253,,,,0,judgement,,,,,,,
,html-keyboard-response,625,1460640,0.0-321.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,626,1465484,0.0-322.0-0.0,337.1999999997206,,,,,,49,1,0,0,2,highway,254,,,,1,judgement,,,,,,,
,html-keyboard-response,627,1466487,0.0-322.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,628,1471472,0.0-323.0-0.0,477.59999999962747,,,,,,49,0,0,1,2,highway,255,,,,0,judgement,,,,,,,
,html-keyboard-response,629,1472475,0.0-323.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,630,1477315,0.0-324.0-0.0,333.39999999990687,,,,,,49,0,0,0,2,highway,256,,,,0,judgement,,,,,,,
,html-keyboard-response,631,1478319,0.0-324.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,632,1483163,0.0-325.0-0.0,338,,,,,,50,0,0,0,2,highway,257,,,,0,judgement,,,,,,,
,html-keyboard-response,633,1484166,0.0-325.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,634,1488927,0.0-326.0-0.0,253.89999999990687,,,,,,51,0,0,0,2,highway,258,,,,0,judgement,,,,,,,
,html-keyboard-response,635,1489931,0.0-326.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,636,1495383,0.0-327.0-0.0,947.2999999998137,,,,,,49,1,0,1,2,highway,259,,,,1,judgement,,,,,,,
,html-keyboard-response,637,1496386,0.0-327.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,html-keyboard-response,638,1496388,0.0-328.0-0.0,null,,,,null,,,,,,,,,,,,,,,,,,
,judgement_attention_check,639,1497796,0.0-329.0-0.0,1407.6999999997206,,,<div class='center'><p>Press <b>Z</b> to use the telescope to see what island is coming next!</p></div>,90,,,,,,,,,,,,true,3,,,,,
,do_welcome,640,1502804,0.0-329.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_trial,641,1508859,0.0-330.0-0.0,1548.6999999997206,,,,,,50,0,1,1,3,coast,260,,,,1,judgement,,,,,,,
,html-keyboard-response,642,1509863,0.0-330.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,643,1514835,0.0-331.0-0.0,464.8000000002794,,,,,,50,1,1,1,3,coast,261,,,,1,judgement,,,,,,,
,html-keyboard-response,644,1515838,0.0-331.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,645,1520945,0.0-332.0-0.0,600.7999999998137,,,,,,50,0,0,0,3,coast,262,,,,0,judgement,,,,,,,
,html-keyboard-response,646,1521948,0.0-332.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,647,1527324,0.0-333.0-0.0,868.3999999999069,,,,,,50,0,0,0,3,coast,263,,,,0,judgement,,,,,,,
,html-keyboard-response,648,1528327,0.0-333.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,649,1533339,0.0-334.0-0.0,505.29999999981374,,,,,,50,1,0,1,3,coast,264,,,,0,judgement,,,,,,,
,html-keyboard-response,650,1534342,0.0-334.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,651,1539207,0.0-335.0-0.0,357.79999999981374,,,,,,50,0,1,0,3,coast,265,,,,1,judgement,,,,,,,
,html-keyboard-response,652,1540210,0.0-335.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,653,1545366,0.0-336.0-0.0,648.8999999999069,,,,,,50,1,0,1,3,coast,266,,,,0,judgement,,,,,,,
,html-keyboard-response,654,1546368,0.0-336.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,655,1551501,0.0-337.0-0.0,625.1999999997206,,,,,,50,0,0,0,3,coast,267,,,,0,judgement,,,,,,,
,html-keyboard-response,656,1552504,0.0-337.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,657,1557461,0.0-338.0-0.0,449.40000000037253,,,,,,51,1,0,0,3,coast,268,,,,0,judgement,,,,,,,
,html-keyboard-response,658,1558465,0.0-338.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,659,1563509,0.0-339.0-0.0,538.1999999997206,,,,,,49,0,0,0,3,coast,269,,,,0,judgement,,,,,,,
,html-keyboard-response,660,1564512,0.0-339.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,html-keyboard-response,661,1564514,0.0-340.0-0.0,null,,,,null,,,,,,,,,,,,,,,,,,
,judgement_attention_check,662,1565552,0.0-341.0-0.0,1036.1000000000931,,,<div class='center'><p>Press <b>Z</b> to use the telescope to see what island is coming next!</p></div>,90,,,,,,,,,,,,true,4,,,,,
,do_welcome,663,1570559,0.0-341.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_trial,664,1576833,0.0-342.0-0.0,1767.7999999998137,,,,,,49,1,0,0,4,mountain,270,,,,1,judgement,,,,,,,
,html-keyboard-response,665,1577837,0.0-342.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,666,1582888,0.0-343.0-0.0,544.6999999997206,,,,,,49,0,0,0,4,mountain,271,,,,0,judgement,,,,,,,
,html-keyboard-response,667,1583892,0.0-343.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,668,1589023,0.0-344.0-0.0,625.3999999999069,,,,,,49,0,0,1,4,mountain,272,,,,0,judgement,,,,,,,
,html-keyboard-response,669,1590026,0.0-344.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,670,1595003,0.0-345.0-0.0,469.89999999990687,,,,,,50,0,0,1,4,mountain,273,,,,0,judgement,,,,,,,
,html-keyboard-response,671,1596006,0.0-345.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,672,1601132,0.0-346.0-0.0,617.8000000002794,,,,,,51,0,1,1,4,mountain,274,,,,1,judgement,,,,,,,
,html-keyboard-response,673,1602135,0.0-346.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,674,1607597,0.0-347.0-0.0,954.5,,,,,,51,1,0,1,4,mountain,275,,,,1,judgement,,,,,,,
,html-keyboard-response,675,1608600,0.0-347.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,676,1614015,0.0-348.0-0.0,908.7999999998137,,,,,,51,0,0,0,4,mountain,276,,,,0,judgement,,,,,,,
,html-keyboard-response,677,1615019,0.0-348.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,678,1620061,0.0-349.0-0.0,534,,,,,,51,0,1,0,4,mountain,277,,,,0,judgement,,,,,,,
,html-keyboard-response,679,1621064,0.0-349.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,680,1625903,0.0-350.0-0.0,332.90000000037253,,,,,,51,0,0,0,4,mountain,278,,,,0,judgement,,,,,,,
,html-keyboard-response,681,1626907,0.0-350.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,682,1632005,0.0-351.0-0.0,592,,,,,,49,1,0,0,4,mountain,279,,,,1,judgement,,,,,,,
,html-keyboard-response,683,1633008,0.0-351.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,html-keyboard-response,684,1633010,0.0-352.0-0.0,null,,,,null,,,,,,,,,,,,,,,,,,
,judgement_attention_check,685,1633629,0.0-353.0-0.0,617.5,,,<div class='center'><p>Press <b>Z</b> to use the telescope to see what island is coming next!</p></div>,90,,,,,,,,,,,,true,5,,,,,
,do_welcome,686,1638636,0.0-353.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_trial,687,1644083,0.0-354.0-0.0,939.8000000002794,,,,,,50,0,0,1,5,city,280,,,,0,judgement,,,,,,,
,html-keyboard-response,688,1645087,0.0-354.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,689,1649982,0.0-355.0-0.0,388.79999999981374,,,,,,51,1,0,0,5,city,281,,,,0,judgement,,,,,,,
,html-keyboard-response,690,1650986,0.0-355.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,691,1655895,0.0-356.0-0.0,402,,,,,,49,1,0,0,5,city,282,,,,1,judgement,,,,,,,
,html-keyboard-response,692,1656898,0.0-356.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,693,1661921,0.0-357.0-0.0,517,,,,,,49,0,1,1,5,city,283,,,,0,judgement,,,,,,,
,html-keyboard-response,694,1662925,0.0-357.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,695,1667958,0.0-358.0-0.0,528.2000000001863,,,,,,49,1,1,0,5,city,284,,,,1,judgement,,,,,,,
,html-keyboard-response,696,1668962,0.0-358.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,697,1673838,0.0-359.0-0.0,369.29999999981374,,,,,,49,1,1,1,5,city,285,,,,1,judgement,,,,,,,
,html-keyboard-response,698,1674841,0.0-359.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,699,1679668,0.0-360.0-0.0,318.90000000037253,,,,,,49,1,1,0,5,city,286,,,,1,judgement,,,,,,,
,html-keyboard-response,700,1680671,0.0-360.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,701,1685652,0.0-361.0-0.0,473.5,,,,,,49,0,1,0,5,city,287,,,,0,judgement,,,,,,,
,html-keyboard-response,702,1686655,0.0-361.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,703,1691621,0.0-362.0-0.0,458.6999999997206,,,,,,49,0,1,0,5,city,288,,,,0,judgement,,,,,,,
,html-keyboard-response,704,1692624,0.0-362.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,705,1697587,0.0-363.0-0.0,455.6999999997206,,,,,,49,1,1,1,5,city,289,,,,1,judgement,,,,,,,
,html-keyboard-response,706,1698590,0.0-363.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,html-keyboard-response,707,1699851,0.0-364.0-0.0,1258.9000000003725,,,<div style='position: fixed; top: 0; left: 0; width: 100%; height: 100%; background-color: white; display: flex; align-items: center; justify-content: center;'><div><h2>We've made it to Pirate HQ!</h2><p>Press <b>space</b> to proceed.</p></div></div>,32,,,,,,,,,,,,,,,,,,
,do_pick_best_pirate,708,1705383,0.0-365.0-0.0,4521.0999999996275,,,,,,50,,0,,,,,,,,,,countryside,,,,
,do_pick_secondBest_pirate,709,1709660,0.0-365.0-1.0,3265.399999999907,,,,,,49,,0,,,,,,,,,,countryside,,,,
,do_pick_best_pirate,710,1715709,0.0-366.0-0.0,5038.700000000186,,,,,,51,,1,,,,,,,,,,forest,,,,
,do_pick_secondBest_pirate,711,1718154,0.0-366.0-1.0,1435.6000000000931,,,,,,49,,1,,,,,,,,,,forest,,,,
,do_pick_best_pirate,712,1720866,0.0-367.0-0.0,1702.5,,,,,,50,,2,,,,,,,,,,highway,,,,
,do_pick_secondBest_pirate,713,1724533,0.0-367.0-1.0,2655.2999999998137,,,,,,49,,2,,,,,,,,,,highway,,,,
